date,areaType,areaCode,areaName,cumCasesBySpecimenDate,cumDeathsByDeathDate,newCasesBySpecimenDate,newDeathsByDeathDate
"2020-08-20",region,E12000005,West Midlands,29520,5352,163,5
"2020-08-19",region,E12000005,West Midlands,29357,5347,118,5
"2020-08-18",region,E12000005,West Midlands,29239,5342,110,3
"2020-08-17",region,E12000005,West Midlands,29129,5339,138,7
"2020-08-16",region,E12000005,West Midlands,28991,5332,73,7
"2020-08-15",region,E12000005,West Midlands,28918,5325,96,7
"2020-08-14",region,E12000005,West Midlands,28822,5318,171,6
"2020-08-13",region,E12000005,West Midlands,28651,5312,117,13
"2020-08-12",region,E12000005,West Midlands,28534,5299,133,7
"2020-08-11",region,E12000005,West Midlands,28401,5292,164,15
"2020-08-10",region,E12000005,West Midlands,28237,5277,157,3
"2020-08-09",region,E12000005,West Midlands,28080,5274,77,2
"2020-08-08",region,E12000005,West Midlands,28003,5272,74,5
"2020-08-07",region,E12000005,West Midlands,27929,5267,106,15
"2020-08-06",region,E12000005,West Midlands,27823,5252,113,8
"2020-08-05",region,E12000005,West Midlands,27710,5244,94,5
"2020-08-04",region,E12000005,West Midlands,27616,5239,98,5
"2020-08-03",region,E12000005,West Midlands,27518,5234,88,2
"2020-08-02",region,E12000005,West Midlands,27430,5232,42,5
"2020-08-01",region,E12000005,West Midlands,27388,5227,54,0
"2020-07-31",region,E12000005,West Midlands,27334,5227,81,4
"2020-07-30",region,E12000005,West Midlands,27253,5223,80,7
"2020-07-29",region,E12000005,West Midlands,27173,5216,90,8
"2020-07-28",region,E12000005,West Midlands,27083,5208,89,4
"2020-07-27",region,E12000005,West Midlands,26994,5204,77,12
"2020-07-26",region,E12000005,West Midlands,26917,5192,66,12
"2020-07-25",region,E12000005,West Midlands,26851,5180,67,9
"2020-07-24",region,E12000005,West Midlands,26784,5171,79,1
"2020-07-23",region,E12000005,West Midlands,26705,5170,89,7
"2020-07-22",region,E12000005,West Midlands,26616,5163,78,12
"2020-07-21",region,E12000005,West Midlands,26538,5151,80,8
"2020-07-20",region,E12000005,West Midlands,26458,5143,83,3
"2020-07-19",region,E12000005,West Midlands,26375,5140,40,6
"2020-07-18",region,E12000005,West Midlands,26335,5134,51,7
"2020-07-17",region,E12000005,West Midlands,26284,5127,68,7
"2020-07-16",region,E12000005,West Midlands,26216,5120,65,4
"2020-07-15",region,E12000005,West Midlands,26151,5116,108,8
"2020-07-14",region,E12000005,West Midlands,26043,5108,71,7
"2020-07-13",region,E12000005,West Midlands,25972,5101,78,6
"2020-07-12",region,E12000005,West Midlands,25894,5095,38,8
"2020-07-11",region,E12000005,West Midlands,25856,5087,40,6
"2020-07-10",region,E12000005,West Midlands,25816,5081,43,5
"2020-07-09",region,E12000005,West Midlands,25773,5076,122,17
"2020-07-08",region,E12000005,West Midlands,25651,5059,65,6
"2020-07-07",region,E12000005,West Midlands,25586,5053,60,7
"2020-07-06",region,E12000005,West Midlands,25526,5046,53,8
"2020-07-05",region,E12000005,West Midlands,25473,5038,36,8
"2020-07-04",region,E12000005,West Midlands,25437,5030,23,12
"2020-07-03",region,E12000005,West Midlands,25414,5018,40,14
"2020-07-02",region,E12000005,West Midlands,25374,5004,54,13
"2020-07-01",region,E12000005,West Midlands,25320,4991,50,9
"2020-06-30",region,E12000005,West Midlands,25270,4982,51,11
"2020-06-29",region,E12000005,West Midlands,25219,4971,56,9
"2020-06-28",region,E12000005,West Midlands,25163,4962,26,11
"2020-06-27",region,E12000005,West Midlands,25137,4951,44,13
"2020-06-26",region,E12000005,West Midlands,25093,4938,69,10
"2020-06-25",region,E12000005,West Midlands,25024,4928,56,18
"2020-06-24",region,E12000005,West Midlands,24968,4910,53,9
"2020-06-23",region,E12000005,West Midlands,24915,4901,52,25
"2020-06-22",region,E12000005,West Midlands,24863,4876,67,16
"2020-06-21",region,E12000005,West Midlands,24796,4860,38,11
"2020-06-20",region,E12000005,West Midlands,24758,4849,48,11
"2020-06-19",region,E12000005,West Midlands,24710,4838,52,12
"2020-06-18",region,E12000005,West Midlands,24658,4826,83,16
"2020-06-17",region,E12000005,West Midlands,24575,4810,80,12
"2020-06-16",region,E12000005,West Midlands,24495,4798,106,14
"2020-06-15",region,E12000005,West Midlands,24389,4784,103,19
"2020-06-14",region,E12000005,West Midlands,24286,4765,75,21
"2020-06-13",region,E12000005,West Midlands,24211,4744,86,11
"2020-06-12",region,E12000005,West Midlands,24125,4733,79,14
"2020-06-11",region,E12000005,West Midlands,24046,4719,92,9
"2020-06-10",region,E12000005,West Midlands,23954,4710,92,11
"2020-06-09",region,E12000005,West Midlands,23862,4699,101,19
"2020-06-08",region,E12000005,West Midlands,23761,4680,119,20
"2020-06-07",region,E12000005,West Midlands,23642,4660,64,15
"2020-06-06",region,E12000005,West Midlands,23578,4645,78,20
"2020-06-05",region,E12000005,West Midlands,23500,4625,102,24
"2020-06-04",region,E12000005,West Midlands,23398,4601,137,16
"2020-06-03",region,E12000005,West Midlands,23261,4585,124,16
"2020-06-02",region,E12000005,West Midlands,23137,4569,124,27
"2020-06-01",region,E12000005,West Midlands,23013,4542,126,18
"2020-05-31",region,E12000005,West Midlands,22887,4524,78,28
"2020-05-30",region,E12000005,West Midlands,22809,4496,115,16
"2020-05-29",region,E12000005,West Midlands,22694,4480,155,23
"2020-05-28",region,E12000005,West Midlands,22539,4457,155,24
"2020-05-27",region,E12000005,West Midlands,22384,4433,194,27
"2020-05-26",region,E12000005,West Midlands,22190,4406,152,36
"2020-05-25",region,E12000005,West Midlands,22038,4370,138,25
"2020-05-24",region,E12000005,West Midlands,21900,4345,135,18
"2020-05-23",region,E12000005,West Midlands,21765,4327,148,26
"2020-05-22",region,E12000005,West Midlands,21617,4301,196,29
"2020-05-21",region,E12000005,West Midlands,21421,4272,225,32
"2020-05-20",region,E12000005,West Midlands,21196,4240,254,29
"2020-05-19",region,E12000005,West Midlands,20942,4211,279,32
"2020-05-18",region,E12000005,West Midlands,20663,4179,208,43
"2020-05-17",region,E12000005,West Midlands,20455,4136,172,39
"2020-05-16",region,E12000005,West Midlands,20283,4097,175,44
"2020-05-15",region,E12000005,West Midlands,20108,4053,265,40
"2020-05-14",region,E12000005,West Midlands,19843,4013,257,40
"2020-05-13",region,E12000005,West Midlands,19586,3973,244,47
"2020-05-12",region,E12000005,West Midlands,19342,3926,310,36
"2020-05-11",region,E12000005,West Midlands,19032,3890,250,35
"2020-05-10",region,E12000005,West Midlands,18782,3855,218,43
"2020-05-09",region,E12000005,West Midlands,18564,3812,163,39
"2020-05-08",region,E12000005,West Midlands,18401,3773,341,44
"2020-05-07",region,E12000005,West Midlands,18060,3729,368,47
"2020-05-06",region,E12000005,West Midlands,17692,3682,314,57
"2020-05-05",region,E12000005,West Midlands,17378,3625,318,60
"2020-05-04",region,E12000005,West Midlands,17060,3565,237,55
"2020-05-03",region,E12000005,West Midlands,16823,3510,298,50
"2020-05-02",region,E12000005,West Midlands,16525,3460,319,50
"2020-05-01",region,E12000005,West Midlands,16206,3410,471,70
"2020-04-30",region,E12000005,West Midlands,15735,3340,451,60
"2020-04-29",region,E12000005,West Midlands,15284,3280,441,62
"2020-04-28",region,E12000005,West Midlands,14843,3218,376,54
"2020-04-27",region,E12000005,West Midlands,14467,3164,418,69
"2020-04-26",region,E12000005,West Midlands,14049,3095,316,82
"2020-04-25",region,E12000005,West Midlands,13733,3013,386,76
"2020-04-24",region,E12000005,West Midlands,13347,2937,482,69
"2020-04-23",region,E12000005,West Midlands,12865,2868,551,85
"2020-04-22",region,E12000005,West Midlands,12314,2783,578,68
"2020-04-21",region,E12000005,West Midlands,11736,2715,493,80
"2020-04-20",region,E12000005,West Midlands,11243,2635,402,77
"2020-04-19",region,E12000005,West Midlands,10841,2558,340,78
"2020-04-18",region,E12000005,West Midlands,10501,2480,548,97
"2020-04-17",region,E12000005,West Midlands,9953,2383,446,100
"2020-04-16",region,E12000005,West Midlands,9507,2283,511,89
"2020-04-15",region,E12000005,West Midlands,8996,2194,387,108
"2020-04-14",region,E12000005,West Midlands,8609,2086,322,84
"2020-04-13",region,E12000005,West Midlands,8287,2002,280,96
"2020-04-12",region,E12000005,West Midlands,8007,1906,239,106
"2020-04-11",region,E12000005,West Midlands,7768,1800,253,110
"2020-04-10",region,E12000005,West Midlands,7515,1690,362,104
"2020-04-09",region,E12000005,West Midlands,7153,1586,345,97
"2020-04-08",region,E12000005,West Midlands,6808,1489,361,135
"2020-04-07",region,E12000005,West Midlands,6447,1354,386,101
"2020-04-06",region,E12000005,West Midlands,6061,1253,360,101
"2020-04-05",region,E12000005,West Midlands,5701,1152,290,117
"2020-04-04",region,E12000005,West Midlands,5411,1035,346,108
"2020-04-03",region,E12000005,West Midlands,5065,927,372,86
"2020-04-02",region,E12000005,West Midlands,4693,841,449,119
"2020-04-01",region,E12000005,West Midlands,4244,722,409,108
"2020-03-31",region,E12000005,West Midlands,3835,614,414,92
"2020-03-30",region,E12000005,West Midlands,3421,522,431,75
"2020-03-29",region,E12000005,West Midlands,2990,447,366,71
"2020-03-28",region,E12000005,West Midlands,2624,376,323,71
"2020-03-27",region,E12000005,West Midlands,2301,305,279,54
"2020-03-26",region,E12000005,West Midlands,2022,251,314,51
"2020-03-25",region,E12000005,West Midlands,1708,200,240,39
"2020-03-24",region,E12000005,West Midlands,1468,161,250,25
"2020-03-23",region,E12000005,West Midlands,1218,136,239,27
"2020-03-22",region,E12000005,West Midlands,979,109,111,20
"2020-03-21",region,E12000005,West Midlands,868,89,125,15
"2020-03-20",region,E12000005,West Midlands,743,74,151,19
"2020-03-19",region,E12000005,West Midlands,592,55,123,11
"2020-03-18",region,E12000005,West Midlands,469,44,99,9
"2020-03-17",region,E12000005,West Midlands,370,35,69,9
"2020-03-16",region,E12000005,West Midlands,301,26,56,9
"2020-03-15",region,E12000005,West Midlands,245,17,44,4
"2020-03-14",region,E12000005,West Midlands,201,13,31,3
"2020-03-13",region,E12000005,West Midlands,170,10,40,3
"2020-03-12",region,E12000005,West Midlands,130,7,47,4
"2020-03-11",region,E12000005,West Midlands,83,3,29,1
"2020-03-10",region,E12000005,West Midlands,54,2,17,1
"2020-03-09",region,E12000005,West Midlands,37,1,8,0
"2020-03-08",region,E12000005,West Midlands,29,1,4,1
"2020-03-07",region,E12000005,West Midlands,25,,6,
"2020-03-06",region,E12000005,West Midlands,19,,2,
"2020-03-05",region,E12000005,West Midlands,17,,6,
"2020-03-04",region,E12000005,West Midlands,11,,3,
"2020-03-03",region,E12000005,West Midlands,8,,1,
"2020-03-02",region,E12000005,West Midlands,7,,4,
"2020-03-01",region,E12000005,West Midlands,3,,2,
"2020-02-29",region,E12000005,West Midlands,1,,0,
"2020-02-28",region,E12000005,West Midlands,1,,0,
"2020-02-27",region,E12000005,West Midlands,1,,0,
"2020-02-26",region,E12000005,West Midlands,1,,0,
"2020-02-25",region,E12000005,West Midlands,1,,0,
"2020-02-24",region,E12000005,West Midlands,1,,0,
"2020-02-23",region,E12000005,West Midlands,1,,0,
"2020-02-22",region,E12000005,West Midlands,1,,1,
"2020-02-21",region,E12000005,West Midlands,,,,
"2020-02-20",region,E12000005,West Midlands,,,,
"2020-02-19",region,E12000005,West Midlands,,,,
"2020-02-18",region,E12000005,West Midlands,,,,
"2020-02-17",region,E12000005,West Midlands,,,,
"2020-02-16",region,E12000005,West Midlands,,,,
"2020-02-15",region,E12000005,West Midlands,,,,
"2020-02-14",region,E12000005,West Midlands,,,,
"2020-02-13",region,E12000005,West Midlands,,,,
"2020-02-12",region,E12000005,West Midlands,,,,
"2020-02-11",region,E12000005,West Midlands,,,,
"2020-02-10",region,E12000005,West Midlands,,,,
"2020-02-09",region,E12000005,West Midlands,,,,
"2020-02-08",region,E12000005,West Midlands,,,,
"2020-02-07",region,E12000005,West Midlands,,,,
"2020-02-06",region,E12000005,West Midlands,,,,
"2020-02-05",region,E12000005,West Midlands,,,,
"2020-02-04",region,E12000005,West Midlands,,,,
"2020-02-03",region,E12000005,West Midlands,,,,
"2020-02-02",region,E12000005,West Midlands,,,,
"2020-02-01",region,E12000005,West Midlands,,,,
"2020-01-31",region,E12000005,West Midlands,,,,
"2020-01-30",region,E12000005,West Midlands,,,,
"2020-01-29",region,E12000005,West Midlands,,,,
"2020-01-28",region,E12000005,West Midlands,,,,
"2020-01-27",region,E12000005,West Midlands,,,,
"2020-01-26",region,E12000005,West Midlands,,,,
"2020-01-25",region,E12000005,West Midlands,,,,
"2020-01-24",region,E12000005,West Midlands,,,,
"2020-01-23",region,E12000005,West Midlands,,,,
"2020-01-22",region,E12000005,West Midlands,,,,
"2020-01-21",region,E12000005,West Midlands,,,,
"2020-01-20",region,E12000005,West Midlands,,,,
"2020-01-19",region,E12000005,West Midlands,,,,
"2020-01-18",region,E12000005,West Midlands,,,,
"2020-01-17",region,E12000005,West Midlands,,,,
"2020-01-16",region,E12000005,West Midlands,,,,
"2020-01-15",region,E12000005,West Midlands,,,,
"2020-01-14",region,E12000005,West Midlands,,,,
"2020-01-13",region,E12000005,West Midlands,,,,
"2020-01-12",region,E12000005,West Midlands,,,,
"2020-01-11",region,E12000005,West Midlands,,,,
"2020-01-10",region,E12000005,West Midlands,,,,
"2020-01-09",region,E12000005,West Midlands,,,,
"2020-01-08",region,E12000005,West Midlands,,,,
"2020-01-07",region,E12000005,West Midlands,,,,
"2020-01-06",region,E12000005,West Midlands,,,,
"2020-01-05",region,E12000005,West Midlands,,,,
"2020-01-04",region,E12000005,West Midlands,,,,
"2020-01-03",region,E12000005,West Midlands,,,,
"2020-12-13",region,E12000006,East of England,,,,
"2020-12-12",region,E12000006,East of England,106827,6475,144,4
"2020-12-11",region,E12000006,East of England,106683,6471,1534,12
"2020-12-10",region,E12000006,East of England,105149,6459,2228,39
"2020-12-09",region,E12000006,East of England,102921,6420,2213,28
"2020-12-08",region,E12000006,East of England,100708,6392,2069,34
"2020-12-07",region,E12000006,East of England,98639,6358,2186,34
"2020-12-06",region,E12000006,East of England,96453,6324,1291,27
"2020-12-05",region,E12000006,East of England,95162,6297,1178,30
"2020-12-04",region,E12000006,East of England,93984,6267,1377,30
"2020-12-03",region,E12000006,East of England,92607,6237,1335,31
"2020-12-02",region,E12000006,East of England,91272,6206,1433,28
"2020-12-01",region,E12000006,East of England,89839,6178,1280,36
"2020-11-30",region,E12000006,East of England,88559,6142,1504,39
"2020-11-29",region,E12000006,East of England,87055,6103,770,18
"2020-11-28",region,E12000006,East of England,86285,6085,804,34
"2020-11-27",region,E12000006,East of England,85481,6051,1131,28
"2020-11-26",region,E12000006,East of England,84350,6023,1025,25
"2020-11-25",region,E12000006,East of England,83325,5998,1202,38
"2020-11-24",region,E12000006,East of England,82123,5960,1031,29
"2020-11-23",region,E12000006,East of England,81092,5931,1234,26
"2020-11-22",region,E12000006,East of England,79858,5905,805,30
"2020-11-21",region,E12000006,East of England,79053,5875,799,31
"2020-11-20",region,E12000006,East of England,78254,5844,1057,22
"2020-11-19",region,E12000006,East of England,77197,5822,1181,32
"2020-11-18",region,E12000006,East of England,76016,5790,1250,23
"2020-11-17",region,E12000006,East of England,74766,5767,1319,25
"2020-11-16",region,E12000006,East of England,73447,5742,1591,25
"2020-11-15",region,E12000006,East of England,71856,5717,914,17
"2020-11-14",region,E12000006,East of England,70942,5700,984,30
"2020-11-13",region,E12000006,East of England,69958,5670,1363,20
"2020-11-12",region,E12000006,East of England,68595,5650,1373,23
"2020-11-11",region,E12000006,East of England,67222,5627,1606,25
"2020-11-10",region,E12000006,East of England,65616,5602,1457,27
"2020-11-09",region,E12000006,East of England,64159,5575,1797,30
"2020-11-08",region,E12000006,East of England,62362,5545,1076,26
"2020-11-07",region,E12000006,East of England,61286,5519,1009,18
"2020-11-06",region,E12000006,East of England,60277,5501,1105,26
"2020-11-05",region,E12000006,East of England,59172,5475,1116,27
"2020-11-04",region,E12000006,East of England,58056,5448,1044,17
"2020-11-03",region,E12000006,East of England,57012,5431,1145,20
"2020-11-02",region,E12000006,East of England,55867,5411,1375,14
"2020-11-01",region,E12000006,East of England,54492,5397,632,21
"2020-10-31",region,E12000006,East of England,53860,5376,723,24
"2020-10-30",region,E12000006,East of England,53137,5352,994,21
"2020-10-29",region,E12000006,East of England,52143,5331,971,21
"2020-10-28",region,E12000006,East of England,51172,5310,1017,19
"2020-10-27",region,E12000006,East of England,50155,5291,936,12
"2020-10-26",region,E12000006,East of England,49219,5279,1144,12
"2020-10-25",region,E12000006,East of England,48075,5267,569,18
"2020-10-24",region,E12000006,East of England,47506,5249,599,10
"2020-10-23",region,E12000006,East of England,46907,5239,989,20
"2020-10-22",region,E12000006,East of England,45918,5219,996,15
"2020-10-21",region,E12000006,East of England,44922,5204,1044,24
"2020-10-20",region,E12000006,East of England,43878,5180,1093,19
"2020-10-19",region,E12000006,East of England,42785,5161,1036,14
"2020-10-18",region,E12000006,East of England,41749,5147,584,8
"2020-10-17",region,E12000006,East of England,41165,5139,509,11
"2020-10-16",region,E12000006,East of England,40656,5128,657,13
"2020-10-15",region,E12000006,East of England,39999,5115,843,11
"2020-10-14",region,E12000006,East of England,39156,5104,678,5
"2020-10-13",region,E12000006,East of England,38478,5099,731,7
"2020-10-12",region,E12000006,East of England,37747,5092,700,6
"2020-10-11",region,E12000006,East of England,37047,5086,377,7
"2020-10-10",region,E12000006,East of England,36670,5079,330,11
"2020-10-09",region,E12000006,East of England,36340,5068,562,8
"2020-10-08",region,E12000006,East of England,35778,5060,577,8
"2020-10-07",region,E12000006,East of England,35201,5052,540,11
"2020-10-06",region,E12000006,East of England,34661,5041,564,8
"2020-10-05",region,E12000006,East of England,34097,5033,530,5
"2020-10-04",region,E12000006,East of England,33567,5028,359,2
"2020-10-03",region,E12000006,East of England,33208,5026,359,7
"2020-10-02",region,E12000006,East of England,32849,5019,412,6
"2020-10-01",region,E12000006,East of England,32437,5013,359,9
"2020-09-30",region,E12000006,East of England,32078,5004,359,7
"2020-09-29",region,E12000006,East of England,31719,4997,332,7
"2020-09-28",region,E12000006,East of England,31387,4990,311,12
"2020-09-27",region,E12000006,East of England,31076,4978,208,4
"2020-09-26",region,E12000006,East of England,30868,4974,165,1
"2020-09-25",region,E12000006,East of England,30703,4973,216,7
"2020-09-24",region,E12000006,East of England,30487,4966,227,7
"2020-09-23",region,E12000006,East of England,30260,4959,193,5
"2020-09-22",region,E12000006,East of England,30067,4954,216,4
"2020-09-21",region,E12000006,East of England,29851,4950,166,6
"2020-09-20",region,E12000006,East of England,29685,4944,163,6
"2020-09-19",region,E12000006,East of England,29522,4938,146,6
"2020-09-18",region,E12000006,East of England,29376,4932,206,11
"2020-09-17",region,E12000006,East of England,29170,4921,145,4
"2020-09-16",region,E12000006,East of England,29025,4917,142,6
"2020-09-15",region,E12000006,East of England,28883,4911,150,8
"2020-09-14",region,E12000006,East of England,28733,4903,142,9
"2020-09-13",region,E12000006,East of England,28591,4894,57,5
"2020-09-12",region,E12000006,East of England,28534,4889,83,4
"2020-09-11",region,E12000006,East of England,28451,4885,129,3
"2020-09-10",region,E12000006,East of England,28322,4882,164,3
"2020-09-09",region,E12000006,East of England,28158,4879,127,10
"2020-09-08",region,E12000006,East of England,28031,4869,167,9
"2020-09-07",region,E12000006,East of England,27864,4860,154,7
"2020-09-06",region,E12000006,East of England,27710,4853,79,3
"2020-09-05",region,E12000006,East of England,27631,4850,97,7
"2020-09-04",region,E12000006,East of England,27534,4843,119,5
"2020-09-03",region,E12000006,East of England,27415,4838,152,7
"2020-09-02",region,E12000006,East of England,27263,4831,171,10
"2020-09-01",region,E12000006,East of England,27092,4821,124,7
"2020-08-31",region,E12000006,East of England,26968,4814,101,10
"2020-08-30",region,E12000006,East of England,26867,4804,88,7
"2020-08-29",region,E12000006,East of England,26779,4797,80,4
"2020-08-28",region,E12000006,East of England,26699,4793,102,7
"2020-08-27",region,E12000006,East of England,26597,4786,121,8
"2020-08-26",region,E12000006,East of England,26476,4778,93,8
"2020-08-25",region,E12000006,East of England,26383,4770,100,5
"2020-08-24",region,E12000006,East of England,26283,4765,102,2
"2020-08-23",region,E12000006,East of England,26181,4763,52,5
"2020-08-22",region,E12000006,East of England,26129,4758,50,2
"2020-08-21",region,E12000006,East of England,26079,4756,63,3
"2020-08-20",region,E12000006,East of England,26016,4753,82,6
"2020-08-19",region,E12000006,East of England,25934,4747,63,5
"2020-08-18",region,E12000006,East of England,25871,4742,59,6
"2020-08-17",region,E12000006,East of England,25812,4736,63,3
"2020-08-16",region,E12000006,East of England,25749,4733,27,4
"2020-08-15",region,E12000006,East of England,25722,4729,31,12
"2020-08-14",region,E12000006,East of England,25691,4717,67,6
"2020-08-13",region,E12000006,East of England,25624,4711,61,3
"2020-08-12",region,E12000006,East of England,25563,4708,66,14
"2020-08-11",region,E12000006,East of England,25497,4694,47,9
"2020-08-10",region,E12000006,East of England,25450,4685,67,6
"2020-08-09",region,E12000006,East of England,25383,4679,23,5
"2020-08-08",region,E12000006,East of England,25360,4674,44,5
"2020-08-07",region,E12000006,East of England,25316,4669,68,5
"2020-08-06",region,E12000006,East of England,25248,4664,44,6
"2020-08-05",region,E12000006,East of England,25204,4658,53,2
"2020-08-04",region,E12000006,East of England,25151,4656,56,11
"2020-08-03",region,E12000006,East of England,25095,4645,68,5
"2020-08-02",region,E12000006,East of England,25027,4640,36,2
"2020-08-01",region,E12000006,East of England,24991,4638,22,5
"2020-07-31",region,E12000006,East of England,24969,4633,31,9
"2020-07-30",region,E12000006,East of England,24938,4624,52,7
"2020-07-29",region,E12000006,East of England,24886,4617,66,9
"2020-07-28",region,E12000006,East of England,24820,4608,56,3
"2020-07-27",region,E12000006,East of England,24764,4605,65,6
"2020-07-26",region,E12000006,East of England,24699,4599,26,7
"2020-07-25",region,E12000006,East of England,24673,4592,28,5
"2020-07-24",region,E12000006,East of England,24645,4587,79,6
"2020-07-23",region,E12000006,East of England,24566,4581,50,3
"2020-07-22",region,E12000006,East of England,24516,4578,54,13
"2020-07-21",region,E12000006,East of England,24462,4565,66,0
"2020-07-20",region,E12000006,East of England,24396,4565,81,10
"2020-07-19",region,E12000006,East of England,24315,4555,21,4
"2020-07-18",region,E12000006,East of England,24294,4551,28,6
"2020-07-17",region,E12000006,East of England,24266,4545,51,7
"2020-07-16",region,E12000006,East of England,24215,4538,61,4
"2020-07-15",region,E12000006,East of England,24154,4534,55,8
"2020-07-14",region,E12000006,East of England,24099,4526,81,11
"2020-07-13",region,E12000006,East of England,24018,4515,64,15
"2020-07-12",region,E12000006,East of England,23954,4500,35,6
"2020-07-11",region,E12000006,East of England,23919,4494,42,11
"2020-07-10",region,E12000006,East of England,23877,4483,49,6
"2020-07-09",region,E12000006,East of England,23828,4477,54,19
"2020-07-08",region,E12000006,East of England,23774,4458,77,9
"2020-07-07",region,E12000006,East of England,23697,4449,39,8
"2020-07-06",region,E12000006,East of England,23658,4441,56,11
"2020-07-05",region,E12000006,East of England,23602,4430,36,7
"2020-07-04",region,E12000006,East of England,23566,4423,42,11
"2020-07-03",region,E12000006,East of England,23524,4412,60,7
"2020-07-02",region,E12000006,East of England,23464,4405,63,12
"2020-07-01",region,E12000006,East of England,23401,4393,39,6
"2020-06-30",region,E12000006,East of England,23362,4387,34,9
"2020-06-29",region,E12000006,East of England,23328,4378,49,14
"2020-06-28",region,E12000006,East of England,23279,4364,25,17
"2020-06-27",region,E12000006,East of England,23254,4347,20,12
"2020-06-26",region,E12000006,East of England,23234,4335,59,16
"2020-06-25",region,E12000006,East of England,23175,4319,39,11
"2020-06-24",region,E12000006,East of England,23136,4308,59,13
"2020-06-23",region,E12000006,East of England,23077,4295,44,11
"2020-06-22",region,E12000006,East of England,23033,4284,74,14
"2020-06-21",region,E12000006,East of England,22959,4270,57,10
"2020-06-20",region,E12000006,East of England,22902,4260,31,9
"2020-06-19",region,E12000006,East of England,22871,4251,74,15
"2020-06-18",region,E12000006,East of England,22797,4236,83,6
"2020-06-17",region,E12000006,East of England,22714,4230,77,17
"2020-06-16",region,E12000006,East of England,22637,4213,107,12
"2020-06-15",region,E12000006,East of England,22530,4201,113,14
"2020-06-14",region,E12000006,East of England,22417,4187,73,17
"2020-06-13",region,E12000006,East of England,22344,4170,89,12
"2020-06-12",region,E12000006,East of England,22255,4158,65,18
"2020-06-11",region,E12000006,East of England,22190,4140,71,8
"2020-06-10",region,E12000006,East of England,22119,4132,118,20
"2020-06-09",region,E12000006,East of England,22001,4112,130,19
"2020-06-08",region,E12000006,East of England,21871,4093,93,15
"2020-06-07",region,E12000006,East of England,21778,4078,46,19
"2020-06-06",region,E12000006,East of England,21732,4059,93,13
"2020-06-05",region,E12000006,East of England,21639,4046,110,25
"2020-06-04",region,E12000006,East of England,21529,4021,93,19
"2020-06-03",region,E12000006,East of England,21436,4002,123,18
"2020-06-02",region,E12000006,East of England,21313,3984,131,26
"2020-06-01",region,E12000006,East of England,21182,3958,138,24
"2020-05-31",region,E12000006,East of England,21044,3934,61,17
"2020-05-30",region,E12000006,East of England,20983,3917,83,21
"2020-05-29",region,E12000006,East of England,20900,3896,160,30
"2020-05-28",region,E12000006,East of England,20740,3866,163,28
"2020-05-27",region,E12000006,East of England,20577,3838,150,24
"2020-05-26",region,E12000006,East of England,20427,3814,150,26
"2020-05-25",region,E12000006,East of England,20277,3788,147,40
"2020-05-24",region,E12000006,East of England,20130,3748,103,29
"2020-05-23",region,E12000006,East of England,20027,3719,150,29
"2020-05-22",region,E12000006,East of England,19877,3690,190,24
"2020-05-21",region,E12000006,East of England,19687,3666,246,29
"2020-05-20",region,E12000006,East of England,19441,3637,243,46
"2020-05-19",region,E12000006,East of England,19198,3591,256,25
"2020-05-18",region,E12000006,East of England,18942,3566,283,44
"2020-05-17",region,E12000006,East of England,18659,3522,154,39
"2020-05-16",region,E12000006,East of England,18505,3483,175,39
"2020-05-15",region,E12000006,East of England,18330,3444,210,36
"2020-05-14",region,E12000006,East of England,18120,3408,217,40
"2020-05-13",region,E12000006,East of England,17903,3368,330,40
"2020-05-12",region,E12000006,East of England,17573,3328,315,38
"2020-05-11",region,E12000006,East of England,17258,3290,391,28
"2020-05-10",region,E12000006,East of England,16867,3262,209,41
"2020-05-09",region,E12000006,East of England,16658,3221,203,46
"2020-05-08",region,E12000006,East of England,16455,3175,229,40
"2020-05-07",region,E12000006,East of England,16226,3135,396,53
"2020-05-06",region,E12000006,East of England,15830,3082,388,53
"2020-05-05",region,E12000006,East of England,15442,3029,331,54
"2020-05-04",region,E12000006,East of England,15111,2975,392,38
"2020-05-03",region,E12000006,East of England,14719,2937,317,57
"2020-05-02",region,E12000006,East of England,14402,2880,301,42
"2020-05-01",region,E12000006,East of England,14101,2838,493,75
"2020-04-30",region,E12000006,East of England,13608,2763,424,72
"2020-04-29",region,E12000006,East of England,13184,2691,475,47
"2020-04-28",region,E12000006,East of England,12709,2644,463,71
"2020-04-27",region,E12000006,East of England,12246,2573,511,61
"2020-04-26",region,E12000006,East of England,11735,2512,358,67
"2020-04-25",region,E12000006,East of England,11377,2445,377,60
"2020-04-24",region,E12000006,East of England,11000,2385,422,89
"2020-04-23",region,E12000006,East of England,10578,2296,476,60
"2020-04-22",region,E12000006,East of England,10102,2236,522,76
"2020-04-21",region,E12000006,East of England,9580,2160,406,79
"2020-04-20",region,E12000006,East of England,9174,2081,362,73
"2020-04-19",region,E12000006,East of England,8812,2008,317,76
"2020-04-18",region,E12000006,East of England,8495,1932,329,77
"2020-04-17",region,E12000006,East of England,8166,1855,365,87
"2020-04-16",region,E12000006,East of England,7801,1768,336,85
"2020-04-15",region,E12000006,East of England,7465,1683,295,86
"2020-04-14",region,E12000006,East of England,7170,1597,289,73
"2020-04-13",region,E12000006,East of England,6881,1524,292,82
"2020-04-12",region,E12000006,East of England,6589,1442,260,101
